Num_equipement,Systeme,Description,Date de détéction de l'anomalie,Description de l'équipement,Section propriétaire,Fiabilité Intégrité
71aa507f-d763-47a0-99bb-e181038c786b,f7edce60-d1a5-401a-b673-f1193930615c,Une percement au niveau de conduite de convoyage du champs d'évacuation cendres volants 1A2A après la vanne de convoyage champ 2A.,2025-04-02 09:53:51,SYSTEM ETG,34MD,2
dcd4635e-ec4c-43ec-90f2-3ff21755c46a,f771d801-5357-4818-976c-6a8102b713e2,Une fuite d'eau au niveau palie tambour bas du décrasseur côte terre tranche 3,2025-04-02 09:54:01,DECRASSEUR,34MD,1
64508f93-51ea-4686-8eba-a357201da6c4,8ab799f5-144f-420c-b426-3d7e36b13f59,Dur mécanique au niveau du ramoneur IK9,2025-04-03 08:00:00,RAMONEUR LONG RETRACTABLE N°9 TYPE IK POUR LES ÉCH,34MC,1
e9943b51-6834-480d-9f9a-ba2eef88b3a0,8ab799f5-144f-420c-b426-3d7e36b13f59,le moteur du ramoneur IK9 est grillé,2025-04-03 09:34:08,MOTEUR RAMONEUR LONG RETRACTABLE N°9 TYPE IK POUR,34EL,1
f8865774-4560-48ea-be0c-5e45cd1da86c,52b20517-a1ba-4b78-8711-adebd336a6c2,Prévoir remise en état câble de détecteur de fuite ALT (TRIP) (voir photo),2025-04-03 09:34:25,VANNE D'ARRÊT FUITE  DE L'ALTERNATEUR,34EL,3
7e86e9db-e330-44c2-996f-774183deedfa,8aaa2b80-4215-4bb5-a167-fed52bea9ca1,Défaut matériel vanne motorisé Soutirage  5,2025-04-03 09:34:28,SERVOMOTEUR CLAPET DE NON RETOUR,34EL,1
71aa507f-d763-47a0-99bb-e181038c786b,f7edce60-d1a5-401a-b673-f1193930615c,Une bouchage au niveau de conduite de convoyage champ d'évacuation cendres volants 1B avant vanne de convoyage.,2025-04-03 11:41:27,SYSTEM ETG,34MC,1
e048e270-5d8a-47b5-8a55-f46ce9674b46,8ab799f5-144f-420c-b426-3d7e36b13f59,Remise en état calorifuge de la conduite de ramoneur IK 14,2025-04-04 03:19:00,RAMONEUR LONG RETRACTABLE  IK14,34MD,1
37f0ed5e-cb08-49c2-ac4b-561739e4d960,e96ee01c-6d13-480b-a5bc-2c49bb05c70e,Prévoir un appoint d'huile  au niveau de la pompe eau déminéralisée 20 TR3.,2025-04-06 08:34:47,POMPE D'APPOINT  (EAU DÉMINÉRALISÉE),34MM,1
1fc8c7c5-ca94-4994-a5ba-2871c0ab66cc,cbd40d2b-59cc-4db7-9f41-2986a167df77,Début d'encrassement du filtre d'huile de graissage du pompe alimentaire 20.,2025-04-06 08:37:07,DP F HG VOITH PA10,34MM,1
0a65f186-3a6d-4dfe-aceb-711cb8ae1f75,c02e2a84-07c0-4d8b-9fc4-857d25702120,Prévoir éliminer échafaudage et Baril d'huile dans salle caisse à huile turbine,2025-04-06 08:37:54,Système huile turbine,34MM,1
52cb5723-f9fc-4588-824c-25e838f5d85f,5f391c46-4f9f-41db-a5bc-95a214d7ddc7,La vanne d'alimentation de la chaudière 30% passe en default fréquemment.,2025-04-06 08:38:50,Alimentaire chaudière Petit-débit,34CT,1
0cc93ca3-083d-423e-a484-e429c360d1b0,c02e2a84-07c0-4d8b-9fc4-857d25702120,SAFETY : La pompe de soulèvement du palier N4  tourne en sens  inverse .,2025-04-06 08:39:35,POMPE DE SOULÈVEMENT (PALIER N°4),34MM,3
510cc6fe-703f-404a-8e19-1d3b0e1a5884,e96ee01c-6d13-480b-a5bc-2c49bb05c70e,Prévoir un appoint d'huile au niveau de la pompe eau déminéralisée 20 TR3.,2025-04-06 08:39:43,POMPE D'APPOINT N°2  (EAU DÉMINÉRALISÉE),34MM,1
cb8daae6-eab5-4a8e-b05e-0bf494a0767f,af0d48e5-2776-479a-9031-9a438791dbe9,Assistance equipe UTS pour installation cablage des transmetteur de debit allez et retour fioul TR3,2025-04-07 03:19:00,FUEL OIL SUPPLEY HEADER LOW PESSURE ALARM,34CT,1
71aa507f-d763-47a0-99bb-e181038c786b,f7edce60-d1a5-401a-b673-f1193930615c,Une percement du cendres volants au niveau de conduite de convoyage du champ 1B tranche 3.( à côte de silo cendres volants ),2025-04-07 10:34:19,SYSTEM ETG,34MD,2
c518867d-1e65-4031-b1aa-128b60e09838,9feed3a5-01a1-468d-b024-dea75b0dd68d,Preparation de tous les programmes AC160/AC450 en PDF TR3/4,2025-04-08 01:10:00,Armoires d' automates Advant 450,34CT,1
df8ae68b-53a8-472c-b230-e360300e767a,c111ab6f-a961-43ce-b8fe-54b2abf73628,Temperature  enroulement moteur Broyeur A et C  haute,2025-04-08 08:55:42,MOTEUR BROYEUR C,34EL,2
2ede7d96-57b9-47c1-ba8a-4115f768da72,f7edce60-d1a5-401a-b673-f1193930615c,Bouchage au niveau du champs d'évacuation 1B,2025-04-08 09:00:00,VANNE DE REMPLISSAGE SAS A SOUS CHAMP 1 ELECTROFIL,34MC,1
49cd589a-0c8a-4082-b941-a079d1c66727,d3e617aa-b5b2-49db-8ba0-c09d4d2083b9,Ecart commande de l'inclinaison chaudiere 4,2025-04-08 09:30:31,COMMANDE DES INCLINAISON BRÛLEURS COIN 1.,34CT,1
01abf5e2-2ac6-4f10-b87c-b9a2ad407e4a,e87a6eed-5b9b-41f6-9d11-a3214c05bd53,fuite de vapeur par conduite prise de pression  désurchauffe VS,2025-04-08 11:46:05,S.H.SPRAY WATER CONTROL ,34MD,2
71aa507f-d763-47a0-99bb-e181038c786b,f7edce60-d1a5-401a-b673-f1193930615c,Une percement au niveau de porte visite de champ d'évacuation 1B côte el Jadida tranche 3.,2025-04-09 08:37:09,SYSTEM ETG,34MD,2
1aca5fb6-aabd-4e63-8d15-f6c883e5338f,f7edce60-d1a5-401a-b673-f1193930615c,Prévoir vanne de convoyage non étanche champs 1A,2025-04-09 09:00:00,VANNE DE DECHARGE DES SAS   SOUS CHAMP 1 ELECTROFI,34MC,1
71aa507f-d763-47a0-99bb-e181038c786b,f7edce60-d1a5-401a-b673-f1193930615c,Prévoir le contrôle du joints + sièges vanne entrée sas du champ d'évacuation 3B côte Safi tranche 3. (vanne non étanche),2025-04-09 09:00:00,SYSTEM ETG,34MC,1
2c7384a7-f85a-4d44-8e37-eaecd79e229c,05b99274-9c03-4073-b564-ebfa2d5a5606,prévoir soufflage prise de pression   DP  Air primaire /Foyer,2025-04-09 09:12:09,Transmetteur différentiel d'air primaire chaud/foyer,34CT,1
1b5adfc5-69b4-48fb-9cd6-418623cd073d,4acb2963-e64c-4a07-9f8d-ba03ec63aa6f,prévoir un appoint d'huile réducteur alimentateur -A- ( fuite d'huile ),2025-04-11 09:00:00,MOTEUR DE NETTOYAGE CONVOYEUR ALIMENTATEUR,34MC,1
57ae40d6-591c-4a22-a45a-92ca24de21c7,f7edce60-d1a5-401a-b673-f1193930615c,Prévoir le contrôle du niveaustat  du sas côte EL JADIDA du champ 1B TR3.,2025-04-13 08:29:45,SAS A SOUS CHAMP 1 ELECTROFILTRE B,34CT,1
df8ae68b-53a8-472c-b230-e360300e767a,c111ab6f-a961-43ce-b8fe-54b2abf73628,"Prévoir le nettoyage des filtres d'air de refroidissement moteur du broyeur C ""T° enroulements en hausse""",2025-04-13 10:46:02,MOTEUR BROYEUR C,34EL,2
d003b220-bd24-4264-8380-7eeba57f1e35,e87a6eed-5b9b-41f6-9d11-a3214c05bd53,SAFETY : Fuite d'eau par vanne de prise de test amont la vanne TOR désurchauffe VS au niveau 8.5,2025-04-14 09:00:00,S.H.SPRAY WATER  BLOCK  ,34MC,1
f2b2dd85-84ba-4c6b-9622-854df66d8533,a738c0f1-e548-4680-9409-ef6832ec1e32,prévoir contrôle du vibration vent tirage  -A- ( CY001 ET CY 003  ),2025-04-14 09:00:00,Mesure de  Vibration Axiale  Coté Moteur du Ventilateur de Tirage  A,34MC,2
4bb9b237-9bc1-45e2-949d-777afaac1cf3,cf9ff107-35ed-4b2f-8dd9-544b519c5d55,Bruit anormal au niveau de registre TOR au refoulement ventilateur de tirage 10,2025-04-14 09:00:00,Registre au refoulement  ventilateur  de tirage  A,34MC,2
f4a83b51-7ff1-4ee1-9c25-0fa44423f059,cbd40d2b-59cc-4db7-9f41-2986a167df77,Prévoir un appoint d'huile pompe booster N°10,2025-04-14 09:00:55,Pompe nouriciere (booster)  N°10,34MM,1
549a596c-039a-4c49-9af8-e958c1e4e186,5d9d102d-96a5-45c0-bc6b-b40ad635f61e,Présence sifflement à coté du ramoneur IK8/IK6,2025-04-15 03:17:45,Chaudière,34MD,3
c518867d-1e65-4031-b1aa-128b60e09838,9feed3a5-01a1-468d-b024-dea75b0dd68d,changement cpu CLC suite a un defaut BF,2025-04-15 04:12:00,Armoires d' automates Advant 450,34CT,1
13d669d0-25d6-496b-886a-822d3353f568,fa8d95f5-9b58-4c7f-b56f-f549639a21fd,La vanne ne commande pas.,2025-04-15 10:54:01,VANNE RÉGULATRICE DE LA DIFFERENCE DE PRESSION  RE,34CT,1
66e16ba3-63da-4e8b-a3a6-20af922e1d1a,b19afa19-b87f-43d7-b83e-d3c8a4d4f967,fuite de vapeur par presse étoupe,2025-04-15 11:20:31,RAMONEUR DE RÉCHAUFFEUR D'AIR,34MC,2
07627be3-f5f4-4548-a642-fbcd213aba1d,4acb2963-e64c-4a07-9f8d-ba03ec63aa6f,DEBUT DE DECHERURE BONDE ALIMENTATEUR C,2025-04-15 11:26:08,COAL FEEDER C,34MC,1
9b2eca8c-2762-4194-9143-1b6275eb1d44,4acb2963-e64c-4a07-9f8d-ba03ec63aa6f,SAFETY : Arrachement d'une agrafe de la bande d'alimentateur B TR3 .,2025-04-15 11:27:33,COAL FEEDER B,34MC,1
91a86ba8-8880-4207-a81d-221114b194fa,cf9ff107-35ed-4b2f-8dd9-544b519c5d55,SAFETY : Fuite gaz foyer par déchirure soufflet de registre de refoulement de ventilateur de tirage B U3,2025-04-16 09:00:00,Registre au refoulement  ventilateur  de tirage  B,34MC,1
ce51bd73-04ca-4416-b929-fd71b054fc29,42bf6093-d732-45ea-992f-f7d1e5022767,percement au cross over turbine,2025-04-16 09:15:15,LP turbine,34MM,3
b657d226-0da9-41d2-833c-0b90fff08a75,e1768504-8b0f-4753-b9d8-35888de02a4b,prévoir contrôle vibration ventilateur air primaire B,2025-04-16 11:15:21,Ventilateur d'air primair  B,34MC,2
3bfa0bff-5291-4d59-b015-29777ae95420,a5af59de-3232-416a-b2f3-ec855be4a30e,Blocage de la vanne régulatrice petit débit de collecteur vapeur auxiliaire à 50%,2025-04-17 01:00:00,V/R A P COLL VAP AUX,34MC,3
df91fcb7-be9c-4278-839a-dc92a5e8c722,c111ab6f-a961-43ce-b8fe-54b2abf73628,Fuite CP sortie broyeur A,2025-04-17 02:44:57,PULVERIZER A1 DISCHARGE,34MD,1
71aa507f-d763-47a0-99bb-e181038c786b,f7edce60-d1a5-401a-b673-f1193930615c,Demande d'inspection de sas champ 1B tranche 4 .( présence d'eau + bouchage+ tamis du 2 sas dégradé ),2025-04-17 08:45:00,SYSTEM ETG,34MC,1
39c92196-b5f6-47d5-a0e9-199dcef057e1,8ab799f5-144f-420c-b426-3d7e36b13f59,la vanne de ramonage réchauffeur d'air coté VS non étanche (crachement soupape),2025-04-17 09:00:00,Conditionnement circuit de ramonage,34MC,1
4c7bacb4-4436-4812-97ab-42e25dfd464f,f9ac871c-eaba-47b9-9168-b7b3c1d7364e,Le registre d'air de combustion du broyeur B angle 3 est fermé malgré la commande a 71%.,2025-04-20 02:10:11,REGISTRE D'AIR COIN 3 PLAN B,34CT,2
b8df65a2-ca34-4e53-9fcf-826a98f8cc22,f9ac871c-eaba-47b9-9168-b7b3c1d7364e,Le registre CCOFA 55 angle 3 est fermé malgré la commande a 80%.,2025-04-20 02:10:22,REGISTRE D'AIR COIN 3 PLAN  OFA2,34CT,2
3c0a4a81-c48a-420c-9591-f9a017c7da95,f9ac871c-eaba-47b9-9168-b7b3c1d7364e,Le registre CCOFA 55 angle 4 est fermé malgré la commande a 80%.,2025-04-20 02:10:39,REGISTRE D'AIR COIN 4 PLAN  OFA2,34CT,2
16fa6eab-5224-4e68-86b4-59b4085f1324,f9ac871c-eaba-47b9-9168-b7b3c1d7364e,Le registre CCOFA 50 angle 4 est fermé malgré la commande a 70%.,2025-04-20 02:10:45,REGISTRE D'AIR COIN 4 PLAN  OFA1,34CT,2
ce0646a0-512a-48cb-99ea-8bd0d94d9950,b38c7261-37ee-452c-af32-54b570ca4c16,SAFETY : les vannes d'admission des échantillons vapeur poste échantillonnage TR03 sont en défaut,2025-04-20 02:48:41,VANNE D'ISOLEMENT,14LCH,1
642c8f27-cff8-4da4-ac9e-126ef5b9e3a6,a5af59de-3232-416a-b2f3-ec855be4a30e,la 1ere soupape grand débit de barrillet est non étanche ( conduite d'échappement est chaude),2025-04-20 08:53:00,V/R B P COLL VAP AUX,34MM,3
459e20eb-3a30-4d36-89d5-f85219465400,ecf5d507-cb6a-4d07-af67-71ec6951c4da,Prévoir le contrôle de station hydraulique de clapet de pompe eau de mer PAC10 tranche 3.  ( fuite d'huile au niveau du station à nettoyé +appoint d'huile ),2025-04-20 08:53:19,CENTRALE HYDRAULIQUE CLAPET REFOULEMENT PPE EAU DE MER  N°1,34MM,1
3bfa0bff-5291-4d59-b015-29777ae95420,a5af59de-3232-416a-b2f3-ec855be4a30e,prévoir contrôle vanne petit débit Alimentation Barillet ( écart entre commande 100% / ouverture 54% ) ,2025-04-20 10:52:10,V/R A P COLL VAP AUX,34CT,3
b9f31f69-a77b-4ebc-8f1b-70d94873edbd,e1768504-8b0f-4753-b9d8-35888de02a4b,tube Pitot à nettoyer,2025-04-20 10:52:39,TUBE DE PITOT DE MESURE DE DEBIT AIR SECONDAIRE B,34CT,1
537e0be0-7b4c-4e31-b3a6-c867932a3509,fb2a4caa-b67f-43d8-8e30-2c561492e889,Prévoir fixation du flexible d'air de la trappe de remplissage sas refus broyeur C,2025-04-20 10:54:20,Vannes de la Sas Refus broyeur C,34CT,1
dcd4635e-ec4c-43ec-90f2-3ff21755c46a,f771d801-5357-4818-976c-6a8102b713e2,Etat dégrader du joint hydraulique d'étanchéité de la chaudière coté décrasseur (présence des entrées d'air).,2025-04-20 11:26:42,DECRASSEUR,34MD,3
6a52cd09-44c0-4c88-8c05-e3fbdc4a0d7e,8aaa2b80-4215-4bb5-a167-fed52bea9ca1,présence traces d'huile vanne motorisé soutirage 5,2025-04-21 01:37:26,Soutirage Amont N° 5,34MM,1
c703afb7-cbde-4c94-b062-86987c9e3dad,e1768504-8b0f-4753-b9d8-35888de02a4b,Prévoir un soufflage de tube de Pitot de la ventilateur soufflage B (écart important de mesure de débit d'air  avec l'autre ventilo).,2025-04-21 01:58:37,"Tube de pitaux N°1 aspiration ventillateur B"".""",34CT,1
3e14e819-a09f-4172-a7c7-b281e868990b,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Bruit anormal au niveau du pompe de lavage 20 tranche 3,2025-04-21 02:36:39,Pompe eau de lavage du tambour 10,34EL,2
0c376ae3-65f4-4dca-8bee-88b621145a1d,8ab799f5-144f-420c-b426-3d7e36b13f59,fuite par presse étoupe ramoneur IK14,2025-04-21 11:08:45,RAMONEUR LONG RETRACTABLE N°14 TYPE IKPOUR LES ÉCH,34MC,1
e3f38d34-f1ee-4243-93b2-c347082faf35,cbd40d2b-59cc-4db7-9f41-2986a167df77,Début de fuite d'eau par garniture mécanique coté accouplement.,2025-04-22 02:39:27,Pompe alimentaire  principale  N° 10,34MM,1
b16f90d0-7119-42fe-bea3-0b30e2a3b0a8,52b20517-a1ba-4b78-8711-adebd336a6c2,SAFETY : Travaux d'élimination fuite H2 au niveau réfrigérant,2025-04-22 08:33:53,ALTERNATEUR,34EL,2
a0edfb12-14dc-41f6-80f2-98d7b4603fcc,a5af59de-3232-416a-b2f3-ec855be4a30e,soupape mécanique du barillet non étanche (petit débit ),2025-04-24 09:00:00,vannes vapeur auxiliaire,34MC,3
ee59167d-5fc8-4978-9f72-4457d8da79fe,4acb2963-e64c-4a07-9f8d-ba03ec63aa6f,Bonde alimentateur A décentrée,2025-04-27 08:57:48,COAL FEEDER A,34MC,2
98949385-071c-41a3-92e1-d4bcae66c2ee,c111ab6f-a961-43ce-b8fe-54b2abf73628,SAFETY : Fuite charbon à l'entrée de broyeur A,2025-04-27 08:58:10,BROYEUR A,34MD,1
0ba37ef2-d44e-484b-b69f-035d58451cf6,c111ab6f-a961-43ce-b8fe-54b2abf73628,SAFETY : Fuite charbon à l'entrée de broyeur B,2025-04-27 08:58:14,broyeur B,34MD,1
07627be3-f5f4-4548-a642-fbcd213aba1d,4acb2963-e64c-4a07-9f8d-ba03ec63aa6f,prévoir serrage porte visite alimentateur C (fuite d'air et charbon),2025-04-27 08:58:19,COAL FEEDER C,34MC,1
07627be3-f5f4-4548-a642-fbcd213aba1d,4acb2963-e64c-4a07-9f8d-ba03ec63aa6f,prévoir serrage porte visite alimentateur C (fuite d'air et charbon),2025-04-27 08:58:19,COAL FEEDER C,34MC,1
cb0d58a2-ccdd-4313-9f86-9d2b3ce0c54b,f771d801-5357-4818-976c-6a8102b713e2,prévoir la remise en état convoyeur Eco bas,2025-04-27 08:58:24,CONVOYEUR CENDRE VOLANTE TREMIE ECONOMISEUR,34MD,1
b5e5f2a6-df0f-41da-8465-b4159b200c73,c111ab6f-a961-43ce-b8fe-54b2abf73628,Prévoir élimination dépôt de charbon et CP au dessus de du broyeur C,2025-04-27 08:58:28,broyeur C,14ENV,2
0ba37ef2-d44e-484b-b69f-035d58451cf6,c111ab6f-a961-43ce-b8fe-54b2abf73628,Prévoir élimination dépôt de charbon et CP au dessus de du broyeur B,2025-04-27 08:58:33,broyeur B,14ENV,2
bf854583-f133-4441-a371-ffabedc840fa,e1768504-8b0f-4753-b9d8-35888de02a4b,prévoir soufflage tube Pitot ( B ),2025-04-27 09:11:52,"Tube de pitaux N°2 aspiration ventillateur B"".""",34CT,1
549a596c-039a-4c49-9af8-e958c1e4e186,5d9d102d-96a5-45c0-bc6b-b40ad635f61e,Présence sifflement au niveau de SMT côté terre (les deux regard au milieu de la façade),2025-04-27 09:31:29,Chaudière,34MD,3
1a5affe9-3e7d-4d45-887b-209d5b5dd5d8,f9ac871c-eaba-47b9-9168-b7b3c1d7364e,"Registre CCOFA 1 angle 1 fermé  ""commande a 80%""",2025-04-28 02:42:03,REGISTRE D'AIR COIN 1 PLAN  OFA1,34CT,2
72291404-1766-4c2c-a81c-2dbd024f9c5b,f7edce60-d1a5-401a-b673-f1193930615c,Prévoir le contrôle du distributeur de la vanne entrée sas cote SAFI..,2025-04-28 02:42:39,VANNE DE REMPLISSAGE SAS A SOUS CHAMP 5 ELECTROFIL,34CT,1
98949385-071c-41a3-92e1-d4bcae66c2ee,c111ab6f-a961-43ce-b8fe-54b2abf73628,Prévoir élimination dépôt de charbon et CP au dessus de du broyeur A,2025-04-28 09:00:00,BROYEUR A,14ENV,2
bfa1068c-764e-4270-8b21-51afe3063586,81e56492-1149-49b2-95f6-22c7ea056c8b,SAFETY : changement du détendeur de l'échantillon purge ballon   situe au sien du poste échantillonnage TR03,2025-04-28 09:02:09,VANNE D'ISOLEMENT,LAB,1
9b6a4a1b-7f78-41d5-9fe9-b5992bfef11f,5d34ddc7-cd24-4926-ad7d-99b73e817c51,Contrôle et remise en etat pyrometre,2025-04-29 09:30:00,FOYER DE LA CHADIERE.,34CT,1
b5e5f2a6-df0f-41da-8465-b4159b200c73,c111ab6f-a961-43ce-b8fe-54b2abf73628,Bruit anormal gaine air total entrée broyeur C,2025-04-29 10:03:43,broyeur C,34MD,2
64ffb9ca-5d68-4601-adfa-623a76e3ec16,81859b82-aa80-4fbc-b57e-af95c49bdc8d,Projet relais arc flash des tableaux BT,2025-04-29 11:53:00,Low voltage main distribution boards,34EL,3
63c5b261-e3bf-4231-9bcd-392159b92c74,a5af59de-3232-416a-b2f3-ec855be4a30e,Prévoir contrôler le bon fonctionnement de la vanne d'alimentation de vapeur du préchauffeur d'air (non étanche),2025-05-01 09:00:00,Régulatrice alimentation vapeur Réchauffeur d'air,34MC,3
b9f31f69-a77b-4ebc-8f1b-70d94873edbd,e1768504-8b0f-4753-b9d8-35888de02a4b,PREVOIR NETTOIYAGE TUBE DE PITOT  AIR SECONDAIRE  (B),2025-05-01 10:27:47,TUBE DE PITOT DE MESURE DE DEBIT AIR SECONDAIRE B,34CT,1
45d3243c-50fd-4b17-bf7f-ba42d434252d,3c8c9836-b04d-477c-b331-e3101e4d592b,Blocage mécanique du 4eme soupape régulatrice 30MAA11AA012 à plusieurs position,2025-05-01 12:00:00,SOUPAPE REGULATRICE TURBINE,12MM,1
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,La vanne d'appoint secours condenseur 30LCP10AA002 est non étanche,2025-05-01 12:00:00,unité 03,34MM,1
d343605c-e162-469f-b375-5182abd1f392,21814a2d-73cc-487e-88ae-a2f232ec08ad,Sifflement dans la chaudière entre AB4 et AB1 U3.,2025-05-02 11:54:52,Auxiliaires Chaudière,34MD,3
df91fcb7-be9c-4278-839a-dc92a5e8c722,c111ab6f-a961-43ce-b8fe-54b2abf73628,Travaux d'atelier: Révision des pendulaire,2025-05-04 09:00:00,PULVERIZER A1 DISCHARGE,34MC,1
71aa507f-d763-47a0-99bb-e181038c786b,f7edce60-d1a5-401a-b673-f1193930615c,Prévoir le contrôle du champs électriques 1A 4A 5A 6A et 5B tranche 3. (déclenché par minimum tension),2025-05-05 09:17:29,SYSTEM ETG,34EL,1
b5e5f2a6-df0f-41da-8465-b4159b200c73,c111ab6f-a961-43ce-b8fe-54b2abf73628,Manque d'indication volet de finesse coté terre broyeur C,2025-05-06 02:09:45,broyeur C,34MC,1
50198e2c-8d7e-460b-b69a-bd69f39e3725,6f54ef91-58f1-46fc-a6cb-b28d8828d9f4,ARRET 7JRS : REVISIONS CONDENSEUR PRINCIPALE U3,2025-05-09 03:51:00,CONDENSEUR PRINCIPAL / MAIN CONDENSER,34MM,3
3bfa0bff-5291-4d59-b015-29777ae95420,a5af59de-3232-416a-b2f3-ec855be4a30e,la vanne régulatrice petit débit du barillet ne déplace pas 57%  a l'ouverture (coincé) malgré la commande a 100%.,2025-05-10 09:00:00,V/R A P COLL VAP AUX,34MC,3
781142b0-11b7-441d-a6f3-37227eecb619,a5af59de-3232-416a-b2f3-ec855be4a30e,soupape mécanique grand débit de la vapeur auxiliaire non étanche  30LBG07AA702,2025-05-10 09:00:00,vannes vapeur auxiliaire,34MC,3
bdf8afc2-8e1e-4039-b721-36a580634562,a5af59de-3232-416a-b2f3-ec855be4a30e,Manque volant vanne isolement manomètre aval la vanne petit débit alimentation barillet,2025-05-11 09:00:00,MANOMETRE,34MC,1
c69cc181-f240-47e4-8f44-30eb425fa8f9,add65e89-e58b-4810-9a78-6247783d8752,changement servomoteur fuiare,2025-05-12 04:06:00,Purge normale HP 6,34MM,2
b91bde77-29ee-49b4-881c-6b0daddc5cab,b19afa19-b87f-43d7-b83e-d3c8a4d4f967,fuite d'huile goute à goute par joint pompe d'huile palier guide LG tr3,2025-05-12 11:06:26,MOTEUR PP A HUILE LUB PALIER GUIDE RECH D'AIR,34MC,1
5e305c4e-efe6-4000-879e-f9dc7fb0c465,94c74c63-a75b-4f71-ad55-64ca18c458c1,fuite de vapeur purgeur automatique vapeur de nettoyage bruleurs fioul.,2025-05-12 11:36:32,STEAM WAND SOUTH SIDE STATION DRAIN TRAP STRAINER,34MC,1
6136e7ab-98f5-430f-af34-90e48dfeff65,5f391c46-4f9f-41db-a5bc-95a214d7ddc7,test,2025-05-13 09:50:00,DP FLTR ASPI PDS10 d,34CT,1
bc9ea51f-ee46-45dd-9105-7884bd6ea71c,f7edce60-d1a5-401a-b673-f1193930615c,Prévoir le contrôle de vanne entrée sas du champ d'évacuation cendres volants 1B côte Safi tranche 3.(dur mécanique),2025-05-13 11:01:52,VANNE DE REMPLISSAGE SAS B SOUS CHAMP 1 ELECTROFIL,34MC,1
71aa507f-d763-47a0-99bb-e181038c786b,f7edce60-d1a5-401a-b673-f1193930615c,Prévoir le contrôle du champs électriques 1A 4A 5A 6A et 5B tranche 3. (déclenché par minimum tension),2025-05-13 11:09:33,SYSTEM ETG,34MC,1
6dc0e411-b1e7-4b1f-a76b-ae7a7e0dd558,150ef315-4a3d-4550-8485-b2cc156c929f,FUITE D'HUILE PAR BRIDE AU NIVEAU DE FILTRE DE STATION DE GRAISSAGE DE BROYEUR B TRANCHE 3.,2025-05-14 03:18:41,PULV B LUBE OIL HEATER,34MC,1
11f18e06-edf6-48e4-9069-f337fe4ce4df,c02e2a84-07c0-4d8b-9fc4-857d25702120,FUITE GOUTTE A GOUTTE AU NIVEAU DE LA VANNE DE PERMUTATION DES FILTRES DE GRAISSAGE DE GROUPE TURBO ALTERNATEUR DE LA TRANCHE 3.,2025-05-14 08:43:28,VANNE D'EGALISATION PRESSION FILTRE,34MM,1
117efede-7a09-4fdb-a785-8db485e550ba,39856d3f-08e8-4824-a687-c9c58343a1c0,prévoir la mise en état du transmetteur température pompe HAG 12  mesure irone,2025-05-14 09:12:10,Mesure  de Température de la Pompe de Circulation Chaudière 20,34CT,2
de488866-39e9-4f1a-bc52-4e5f0989d72e,ffbdb124-3725-45e9-911c-1d14b603eb3e,prévoir la mise en état de la vanne de vapeur d'atomisation du bruleur fuel CD4,2025-05-14 12:41:11,CORNER 4   EL. BC ATOMAZING STEAM   ISOLATION,34CT,1
f8338724-e3dc-4ff7-b9b6-706f0277718c,8c925644-3527-4713-a37a-7458857987ae,prévoir la mise en état de la vanne débit min pompe d'extraction,2025-05-14 12:41:55,VANNE RÉGULATRICE,34CT,2
90e8b8ba-71eb-478b-a82d-a1471b7f9287,f9ac871c-eaba-47b9-9168-b7b3c1d7364e,prévoir la mise en état du registre de combustion broyeur -A- angle  1,2025-05-15 02:45:56,REGISTRE D'AIR COIN 1 PLAN A,34CT,2
16fa6eab-5224-4e68-86b4-59b4085f1324,f9ac871c-eaba-47b9-9168-b7b3c1d7364e,prévoir la mise en état du registre coofa angle 4,2025-05-15 02:46:04,REGISTRE D'AIR COIN 4 PLAN  OFA1,34CT,2
17b46378-8303-4ca7-8123-e1c9a98cd1b4,f9ac871c-eaba-47b9-9168-b7b3c1d7364e,prévoir la mise en état des registres END AIR  ouverture 85%  OUT  25%,2025-05-15 02:49:02,REGISTRE D'AIR COIN 3 PLAN AA,34CT,2
a455294f-1c82-493c-9a90-1ab08346dd0f,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Prévoir la fermeture du portes visite du le canal de rejet intérieure de filtre a tambour tranche 3 pour gardé la pression de busettes pour le nettoyage de canal.,2025-05-15 08:52:01,Tombour filtarnt,34MM,2
86f61615-55d5-4296-993d-3b19552b686d,a8bd07dc-564e-4fd3-b1de-77bf2d6a645e,prévoir un appoint d'huile au pompe MKF32 eau de stator,2025-05-15 09:35:21,Pompe eau stator,34MM,1
6ff4465e-7624-4426-8788-ac5ff407b21c,ea20dd26-5178-4fab-ac36-5855da36d870,VIBRATION AU POMPE 10 D' EAU DE MER A CONTROLER,2025-05-15 11:27:32,Capteur de vibration radiale coté  Moteur de la Pompe Eau de Mer  10 ,34CT,3
